objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_edgwoo,id,buff_dist
2043,28246,USA.PointAddress,00:00:00,92.43,00:00:00,"836 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,836,,,L,,,Rhodes,Ave,,836 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538418,41.071311,-81.538551,41.07131,-81.539418,-81.537418,41.070311,41.072311,836 S RHODES AV,,Akron,,,44307,,,28246,8007802,836 S RHODES AV,Akron,44307,,,0,0,2640.0
2044,21926,USA.StreetAddress,00:00:00,100.0,00:00:00,"637 Wooster Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,637,649,629,L,,,Wooster,Ave,,637 Wooster Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.54571,41.071337,-81.54571,41.071337,-81.54671,-81.54471,41.070337,41.072337,637 WOOSTER AV,,,,,44307,,,21926,96-011602,637 WOOSTER AV,,44307,,,0,0,2640.0
2045,21924,USA.PointAddress,00:00:00,100.0,00:00:00,"637 Vernon Odom Blvd, Akron, Ohio, 44307",PointAddress,,,,,,,,637,,,L,,,Vernon Odom,Blvd,,637 Vernon Odom Blvd,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.545619,41.071358,-81.545701,41.07158,-81.546619,-81.544619,41.070358,41.072358,637 VERNON ODOM BLVD,,Akron,,,44307,,,21924,12025801,637 VERNON ODOM BLVD,Akron,44307,,,0,0,2640.0
2046,32413,USA.PointAddress,00:00:00,100.0,00:00:00,"991 East Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,991,,,R,East,,Ave,,,991 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547515,41.071375,-81.547351,41.0714,-81.548515,-81.546515,41.070375,41.072375,991 EAST AV,,Akron,,,44307,,,32413,9023642,991 EAST AV,Akron,44307,,,0,0,2640.0
2047,21689,USA.PointAddress,00:00:00,100.0,00:00:00,"630 Vernon Odom Blvd, Akron, Ohio, 44307",PointAddress,,,,,,,,630,,,R,,,Vernon Odom,Blvd,,630 Vernon Odom Blvd,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.545255,41.071393,-81.544841,41.07025,-81.546255,-81.544255,41.070393,41.072393,630 VERNON ODOM BLVD,,Akron,,,44307,,,21689,10022810,630 VERNON ODOM BLVD,Akron,44307,,,0,0,2640.0
2048,28387,USA.StreetAddress,00:00:00,100.0,00:00:00,"840 Raymond St, Akron, Ohio, 44307",StreetAddress,,,,,,,,840,842,840,L,,,Raymond,St,,840 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541227,41.071408,-81.541227,41.071408,-81.542227,-81.540227,41.070408,41.072408,840 RAYMOND ST,,Akron,,,44307,,,28387,13017552,840 RAYMOND ST,Akron,44307,,,0,0,2640.0
2049,32392,USA.StreetAddress,00:00:00,100.0,00:00:00,"990 East Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,990,1014,990,L,East,,Ave,,,990 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547596,41.071441,-81.547596,41.071441,-81.548596,-81.546596,41.070441,41.072441,990 EAST AV,,Akron,,,44307,,,32392,10004684,990 EAST AV,Akron,44307,,,0,0,2640.0
2050,13940,USA.PointAddress,00:00:00,100.0,00:00:00,"360 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,360,,,L,,,Berry,Ave,,360 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539262,41.071443,-81.539261,41.0712,-81.540262,-81.538262,41.070443,41.072443,360 BERRY AV,,Akron,,,44307,,,13940,11026411,360 BERRY AV,Akron,44307,,,0,0,2640.0
2051,13809,USA.PointAddress,00:00:00,100.0,00:00:00,"356 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,356,,,L,,,Berry,Ave,,356 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538842,41.071443,-81.538841,41.07132,-81.539842,-81.537842,41.070443,41.072443,356 BERRY AV,,Akron,,,44307,,,13809,9000388,356 BERRY AV,Akron,44307,,,0,0,2640.0
2052,13810,USA.PointAddress,00:00:00,100.0,00:00:00,"356 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,356,,,L,,,Berry,Ave,,356 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538842,41.071443,-81.538841,41.07132,-81.539842,-81.537842,41.070443,41.072443,356 BERRY AVE APT 2,,,,,44307,,,13810,05-028136,356 BERRY AVE APT 2,,44307,,,0,0,2640.0
2053,28497,USA.PointAddress,00:00:00,100.0,00:00:00,"844 Ruth Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,844,,,L,,,Ruth,Ave,,844 Ruth Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546704,41.071449,-81.546871,41.07144,-81.547704,-81.545704,41.070449,41.072449,844 RUTH AV,,,,,44307,,,28497,98-017449,844 RUTH AV,,44307,,,0,0,2640.0
2054,35677,USA.StreetAddress,00:00:00,91.4,00:00:00,"Fern St & Vernon Odom Blvd, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.545157,41.071453,-81.545157,41.071453,-81.545157,-81.545157,41.071453,41.071453,FERN AVE @ VERNON ODOM,,,,,44307,,,35677,03-029016,FERN AVE @ VERNON ODOM,,44307,,,0,0,2640.0
2055,14703,USA.PointAddress,00:00:00,100.0,00:00:00,"386 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,386,,,L,,,Berry,Ave,,386 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540102,41.071453,-81.540101,41.07123,-81.541102,-81.539102,41.070453,41.072453,386 BERRY AV,,Akron,,,44307,,,14703,12011278,386 BERRY AV,Akron,44307,,,0,0,2640.0
2056,14588,USA.PointAddress,00:00:00,100.0,00:00:00,"382 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,382,,,L,,,Berry,Ave,,382 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540012,41.071453,-81.539991,41.07122,-81.541012,-81.539012,41.070453,41.072453,382 BERRY AV,,Akron,,,44307,,,14588,9010055,382 BERRY AV,Akron,44307,,,0,0,2640.0
2057,14589,USA.PointAddress,00:00:00,90.92,00:00:00,"382 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,382,,,L,,,Berry,Ave,,382 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540012,41.071453,-81.539991,41.07122,-81.541012,-81.539012,41.070453,41.072453,382 BERRY ST,,,,,44307,,,14589,05-021269,382 BERRY ST,,44307,,,0,0,2640.0
2058,39174,USA.StreetAddress,00:00:00,95.7,00:00:00,"Rhodes Ave & Berry Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538377,41.071462,-81.538377,41.071462,-81.538377,-81.538377,41.071462,41.071462,RHODES AVE AT BERRY,,,,,44307,,,39174,03-006943,RHODES AVE AT BERRY,,44307,,,0,0,2640.0
2059,39836,USA.StreetAddress,00:00:00,92.12,00:00:00,"Rhodes Ave & Berry Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538377,41.071462,-81.538377,41.071462,-81.538377,-81.538377,41.071462,41.071462,S RHODES @ BERRY AVE,,,,,44307,,,39836,04-022560,S RHODES @ BERRY AVE,,44307,,,0,0,2640.0
2060,14946,USA.PointAddress,00:00:00,100.0,00:00:00,"394 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,394,,,L,,,Berry,Ave,,394 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540411,41.071464,-81.540421,41.07123,-81.541411,-81.539411,41.070464,41.072464,394 BERRY AV,,Akron,,,44307,,,14946,11033859,394 BERRY AV,Akron,44307,,,0,0,2640.0
2061,14844,USA.PointAddress,00:00:00,100.0,00:00:00,"390 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,390,,,L,,,Berry,Ave,,390 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540292,41.071464,-81.540241,41.07123,-81.541292,-81.539292,41.070464,41.072464,390 BERRY AV,,Akron,,,44307,,,14844,8035389,390 BERRY AV,Akron,44307,,,0,0,2640.0
2062,15857,USA.PointAddress,00:00:00,100.0,00:00:00,"426 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,426,,,L,,,Berry,Ave,,426 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541542,41.071473,-81.541541,41.07125,-81.542542,-81.540542,41.070473,41.072473,426 BERRY AV,,Akron,,,44307,,,15857,14027220,426 BERRY AV,Akron,44307,,,0,0,2640.0
2063,16338,USA.StreetAddress,00:00:00,100.0,00:00:00,"440 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,440,420,498,L,,,Berry,Ave,,440 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541617,41.071481,-81.541617,41.071481,-81.542617,-81.540617,41.070481,41.072481,440 BERRY AV,,Akron,,,44307,,,16338,14022392,440 BERRY AV,Akron,44307,,,0,0,2640.0
2064,16401,USA.StreetAddress,00:00:00,100.0,00:00:00,"442 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,442,420,498,L,,,Berry,Ave,,442 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541645,41.071482,-81.541645,41.071482,-81.542645,-81.540645,41.070482,41.072482,442 BERRY AV,,Akron,,,44307,,,16401,8012244,442 BERRY AV,Akron,44307,,,0,0,2640.0
2065,16402,USA.StreetAddress,00:00:00,90.92,00:00:00,"442 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,442,420,498,L,,,Berry,Ave,,442 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541645,41.071482,-81.541645,41.071482,-81.542645,-81.540645,41.070482,41.072482,442 BERRY ST,,,,,44307,,,16402,03-024806,442 BERRY ST,,44307,,,0,0,2640.0
2066,16451,USA.StreetAddress,00:00:00,100.0,00:00:00,"444 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,444,420,498,L,,,Berry,Ave,,444 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541673,41.071482,-81.541673,41.071482,-81.542673,-81.540673,41.070482,41.072482,444 BERRY AV,,Akron,,,44307,,,16451,14026205,444 BERRY AV,Akron,44307,,,0,0,2640.0
2067,16536,USA.StreetAddress,00:00:00,100.0,00:00:00,"446 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,446,420,498,L,,,Berry,Ave,,446 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.5417,41.071483,-81.5417,41.071483,-81.5427,-81.5407,41.070483,41.072483,446 BERRY AV,,Akron,,,44307,,,16536,13008155,446 BERRY AV,Akron,44307,,,0,0,2640.0
2068,16177,USA.PointAddress,00:00:00,100.0,00:00:00,"436 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,436,,,L,,,Berry,Ave,,436 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541852,41.071483,-81.542021,41.07101,-81.542852,-81.540852,41.070483,41.072483,436 BERRY AV,,Akron,,,44307,,,16177,8008393,436 BERRY AV,Akron,44307,,,0,0,2640.0
2069,16597,USA.StreetAddress,00:00:00,100.0,00:00:00,"448 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,448,420,498,L,,,Berry,Ave,,448 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541728,41.071483,-81.541728,41.071483,-81.542728,-81.540728,41.070483,41.072483,448 BERRY AV,,Akron,,,44307,,,16597,12021834,448 BERRY AV,Akron,44307,,,0,0,2640.0
2070,33065,USA.StreetName,00:00:00,100.0,00:00:00,"Berry Ave, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Berry,Ave,,Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540458,41.071491,-81.540458,41.071491,-81.543458,-81.537458,41.068491,41.074491,BERRY AV,,Akron,,,44307,,,33065,9025394,BERRY AV,Akron,44307,,,0,0,2640.0
2071,33064,USA.StreetAddress,00:00:00,91.4,00:00:00,"Berry Ave & Raymond St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.54122,41.071502,-81.54122,41.071502,-81.54122,-81.54122,41.071502,41.071502,BERRY AND RAYMOND AVE,,,,,44307,,,33064,06-016476,BERRY AND RAYMOND AVE,,44307,,,0,0,2640.0
2072,39074,USA.StreetAddress,00:00:00,91.4,00:00:00,"Raymond St & Berry Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.54122,41.071502,-81.54122,41.071502,-81.54122,-81.54122,41.071502,41.071502,RAYMOND @ BERRY,,,,,44307,,,39074,04-016579,RAYMOND @ BERRY,,44307,,,0,0,2640.0
2073,39090,USA.StreetAddress,00:00:00,95.7,00:00:00,"Raymond St & Berry Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.54122,41.071502,-81.54122,41.071502,-81.54122,-81.54122,41.071502,41.071502,RAYMOND ST @ BERRY ST,,,,,44307,,,39090,03-013690,RAYMOND ST @ BERRY ST,,44307,,,0,0,2640.0
2074,24977,USA.PointAddress,00:00:00,100.0,00:00:00,"728 Gem Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,728,,,R,,,Gem,Ave,,728 Gem Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548961,41.071503,-81.549021,41.07137,-81.549961,-81.547961,41.070503,41.072503,728 GEM AV,,,,,44307,,,24977,99-026090,728 GEM AV,,44307,,,0,0,2640.0
2075,32356,USA.PointAddress,00:00:00,100.0,00:00:00,"989 East Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,989,,,R,East,,Ave,,,989 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547536,41.071504,-81.547361,41.07152,-81.548536,-81.546536,41.070504,41.072504,989 EAST AV,,,,,44307,,,32356,02-029432,989 EAST AV,,44307,,,0,0,2640.0
2076,15222,USA.PointAddress,00:00:00,100.0,00:00:00,"401 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,401,,,R,,,Berry,Ave,,401 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540091,41.071508,-81.540271,41.07177,-81.541091,-81.539091,41.070508,41.072508,401 BERRY AV,,Akron,,,44307,,,15222,10009973,401 BERRY AV,Akron,44307,,,0,0,2640.0
2077,14626,USA.StreetAddress,00:00:00,100.0,00:00:00,"383 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,383,301,419,R,,,Berry,Ave,,383 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540305,41.071516,-81.540305,41.071516,-81.542305,-81.538305,41.069516,41.073516,383 BERRY AV,,Akron,,,44307,,,14626,11018008,383 BERRY AV,Akron,44307,,,0,0,2640.0
2078,15256,USA.PointAddress,00:00:00,90.92,00:00:00,"403 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,403,,,R,,,Berry,Ave,,403 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540411,41.071518,-81.540621,41.07173,-81.541411,-81.539411,41.070518,41.072518,403 BERRY,,,,,44307,,,15256,04-015417,403 BERRY,,44307,,,0,0,2640.0
2079,15257,USA.PointAddress,00:00:00,100.0,00:00:00,"403 Berry Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,403,,,R,,,Berry,Ave,,403 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540411,41.071518,-81.540621,41.07173,-81.541411,-81.539411,41.070518,41.072518,403 BERRY AV,,Akron,,,44307,,,15257,10021303,403 BERRY AV,Akron,44307,,,0,0,2640.0
2080,15352,USA.StreetAddress,00:00:00,100.0,00:00:00,"407 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,407,301,419,R,,,Berry,Ave,,407 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540835,41.071523,-81.540835,41.071523,-81.542835,-81.538835,41.069523,41.073523,407 BERRY AV,,Akron,,,44307,,,15352,12030198,407 BERRY AV,Akron,44307,,,0,0,2640.0
2081,33063,USA.StreetAddress,00:00:00,95.7,00:00:00,"Berry Ave & Mallison Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.54254,41.071524,-81.54254,41.071524,-81.54254,-81.54254,41.071524,41.071524,BERRY @ MALLISON AVE,,,,,44307,,,33063,03-018547,BERRY @ MALLISON AVE,,44307,,,0,0,2640.0
2082,33069,USA.StreetAddress,00:00:00,100.0,00:00:00,"Berry Ave & Mallison Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.54254,41.071524,-81.54254,41.071524,-81.54254,-81.54254,41.071524,41.071524,BERRY AVE AT MALLISON AVE,,,,,44307,,,33069,00-003545,BERRY AVE AT MALLISON AVE,,44307,,,0,0,2640.0
2083,37459,USA.StreetAddress,00:00:00,95.7,00:00:00,"Mallison Ave & Berry Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.54254,41.071524,-81.54254,41.071524,-81.54254,-81.54254,41.071524,41.071524,MALLISON AVE @ BERRY ST,,,,,44307,,,37459,04-011379,MALLISON AVE @ BERRY ST,,44307,,,0,0,2640.0
2084,15383,USA.StreetAddress,00:00:00,100.0,00:00:00,"409 Berry Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,409,301,419,R,,,Berry,Ave,,409 Berry Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540879,41.071524,-81.540879,41.071524,-81.542879,-81.538879,41.069524,41.073524,409 BERRY AV,,Akron,,,44307,,,15383,8010130,409 BERRY AV,Akron,44307,,,0,0,2640.0
2085,28471,USA.PointAddress,00:00:00,100.0,00:00:00,"843 Ruth Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,843,,,R,,,Ruth,Ave,,843 Ruth Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546656,41.071529,-81.546471,41.0715,-81.547656,-81.545656,41.070529,41.072529,843 RUTH AV,,Akron,,,44307,,,28471,7028026,843 RUTH AV,Akron,44307,,,0,0,2640.0
2086,28388,USA.PointAddress,00:00:00,100.0,00:00:00,"840 Ruth Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,840,,,L,,,Ruth,Ave,,840 Ruth Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546728,41.071532,-81.546891,41.07155,-81.547728,-81.545728,41.070532,41.072532,840 RUTH AV,,Akron,,,44307,,,28388,8026335,840 RUTH AV,Akron,44307,,,0,0,2640.0
2087,35939,USA.StreetName,00:00:00,88.65,00:00:00,"Gem Ave, Akron, Ohio, 44307",StreetName,,,,,,,,,,,,,,Gem,Ave,,Gem Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548266,41.071533,-81.548266,41.071533,-81.550266,-81.546266,41.069533,41.073533,GEM ST,,,,,44307,,,35939,07-006686,GEM ST,,44307,,,0,0,2640.0
2088,32271,USA.PointAddress,00:00:00,100.0,00:00:00,"985 East Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,985,,,R,East,,Ave,,,985 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547536,41.071535,-81.547271,41.07165,-81.548536,-81.546536,41.070535,41.072535,985 EAST AV,,Akron,,,44307,,,32271,9019494,985 EAST AV,Akron,44307,,,0,0,2640.0
2089,24696,USA.PointAddress,00:00:00,100.0,00:00:00,"719 Gem Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,719,,,L,,,Gem,Ave,,719 Gem Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548711,41.071558,-81.548711,41.0717,-81.549711,-81.547711,41.070558,41.072558,719 GEM AV,,Akron,,,44307,,,24696,8014742,719 GEM AV,Akron,44307,,,0,0,2640.0
2090,24577,USA.PointAddress,00:00:00,100.0,00:00:00,"715 Gem Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,715,,,L,,,Gem,Ave,,715 Gem Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548562,41.071558,-81.548561,41.0717,-81.549562,-81.547562,41.070558,41.072558,715 GEM AV,,Akron,,,44307,,,24577,8011327,715 GEM AV,Akron,44307,,,0,0,2640.0
2091,24164,USA.PointAddress,00:00:00,100.0,00:00:00,"703 Gem Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,703,,,L,,,Gem,Ave,,703 Gem Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.548102,41.071558,-81.548101,41.0717,-81.549102,-81.547102,41.070558,41.072558,703 GEM AV,,Akron,,,44307,,,24164,12025352,703 GEM AV,Akron,44307,,,0,0,2640.0
2092,28297,USA.StreetAddress,00:00:00,100.0,00:00:00,"838 Raymond St, Akron, Ohio, 44307",StreetAddress,,,,,,,,838,838,800,L,,,Raymond,St,,838 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541293,41.071578,-81.541293,41.071578,-81.542293,-81.540293,41.070578,41.072578,838 RAYMOND ST,,Akron,,,44307,,,28297,14007728,838 RAYMOND ST,Akron,44307,,,0,0,2640.0
2093,28273,USA.PointAddress,00:00:00,100.0,00:00:00,"837 Ruth Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,837,,,R,,,Ruth,Ave,,837 Ruth Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546656,41.071589,-81.546481,41.07161,-81.547656,-81.545656,41.070589,41.072589,837 RUTH AV,,,,,44307,,,28273,97-024684,837 RUTH AV,,44307,,,0,0,2640.0
2094,20973,USA.PointAddress,00:00:00,100.0,00:00:00,"600 Vernon Odom Blvd, Akron, Ohio, 44307",PointAddress,,,,,,,,600,,,R,,,Vernon Odom,Blvd,,600 Vernon Odom Blvd,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544374,41.071634,-81.544161,41.07115,-81.545374,-81.543374,41.070634,41.072634,600 VERNON ODOM BLVD,,Akron,,,44307,,,20973,8012464,600 VERNON ODOM BLVD,Akron,44307,,,0,0,2640.0
2095,32297,USA.PointAddress,00:00:00,100.0,00:00:00,"986 East Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,986,,,L,East,,Ave,,,986 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547627,41.071646,-81.547841,41.07164,-81.548627,-81.546627,41.070646,41.072646,986 EAST AV,,Akron,,,44307,,,32297,8010682,986 EAST AV,Akron,44307,,,0,0,2640.0
2096,27552,USA.PointAddress,00:00:00,100.0,00:00:00,"812 Mallison Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,812,,,L,,,Mallison,Ave,,812 Mallison Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542642,41.071646,-81.542801,41.07158,-81.543642,-81.541642,41.070646,41.072646,812 MALLISON AV,,,,,44307,,,27552,97-033040,812 MALLISON AV,,44307,,,0,0,2640.0
2097,27849,USA.PointAddress,00:00:00,100.0,00:00:00,"822 Raymond St, Akron, Ohio, 44307",PointAddress,,,,,,,,822,,,L,,,Raymond,St,,822 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541332,41.071666,-81.541511,41.07163,-81.542332,-81.540332,41.070666,41.072666,822 RAYMOND ST,,Akron,,,44307,,,27849,7017784,822 RAYMOND ST,Akron,44307,,,0,0,2640.0
2098,27451,USA.PointAddress,00:00:00,100.0,00:00:00,"809 Mallison Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,809,,,R,,,Mallison,Ave,,809 Mallison Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542592,41.071705,-81.542451,41.07175,-81.543592,-81.541592,41.070705,41.072705,809 MALLISON AV,,Akron,,,44307,,,27451,9018822,809 MALLISON AV,Akron,44307,,,0,0,2640.0
2099,32988,USA.StreetAddress,00:00:00,100.0,00:00:00,"600 Wooster Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,600,618,600,R,,,Wooster,Ave,,600 Wooster Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.54411,41.071707,-81.54411,41.071707,-81.54511,-81.54311,41.070707,41.072707,BEHIND 600 WOOSTER AVE,,,,,44307,,,32988,96-013333,BEHIND 600 WOOSTER AVE,,44307,,,0,0,2640.0
2100,32170,USA.PointAddress,00:00:00,100.0,00:00:00,"981 East Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,981,,,R,East,,Ave,,,981 East Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547556,41.071716,-81.547281,41.07175,-81.548556,-81.546556,41.070716,41.072716,981 EAST AV,,Akron,,,44307,,,32170,9029506,981 EAST AV,Akron,44307,,,0,0,2640.0
2101,28180,USA.PointAddress,00:00:00,100.0,00:00:00,"834 Ruth Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,834,,,L,,,Ruth,Ave,,834 Ruth Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546718,41.071741,-81.546911,41.07175,-81.547718,-81.545718,41.070741,41.072741,834 RUTH AV,,Akron,,,44307,,,28180,8019029,834 RUTH AV,Akron,44307,,,0,0,2640.0
2102,20779,USA.StreetAddress,00:00:00,100.0,00:00:00,"595 Wooster Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,595,623,595,L,,,Wooster,Ave,,595 Wooster Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544134,41.071758,-81.544134,41.071758,-81.545134,-81.543134,41.070758,41.072758,595 WOOSTER AV,,,,,44307,,,20779,96-014357,595 WOOSTER AV,,44307,,,0,0,2640.0
2103,20780,USA.StreetAddress,00:00:00,100.0,00:00:00,"595 Wooster Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,595,623,595,L,,,Wooster,Ave,,595 Wooster Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544134,41.071758,-81.544134,41.071758,-81.545134,-81.543134,41.070758,41.072758,595 WOOSTER AVE,,,,,44307,,,20780,97-025813,595 WOOSTER AVE,,44307,,,0,0,2640.0
2104,20781,USA.StreetAddress,00:00:00,90.92,00:00:00,"595 Wooster Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,595,623,595,L,,,Wooster,Ave,,595 Wooster Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544134,41.071758,-81.544134,41.071758,-81.545134,-81.543134,41.070758,41.072758,595 WOOSTER RD,,,,,44307,,,20781,98-007322,595 WOOSTER RD,,44307,,,0,0,2640.0
2105,20782,USA.StreetAddress,00:00:00,90.92,00:00:00,"595 Wooster Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,595,623,595,L,,,Wooster,Ave,,595 Wooster Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544134,41.071758,-81.544134,41.071758,-81.545134,-81.543134,41.070758,41.072758,595 WOOSTER ST,,,,,44307,,,20782,99-030886,595 WOOSTER ST,,44307,,,0,0,2640.0
