objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_cv_buf,id,buff_dist
1274,10393,USA.PointAddress,00:00:00,100.0,00:00:00,"211 Mustill Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,211,,,R,,,Mustill,Ct,,211 Mustill Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.521597,41.096011,-81.521471,41.09606,-81.522597,-81.520597,41.095011,41.097011,211 MUSTILL CT,,Akron,,,44304,,,10393,13018675,211 MUSTILL CT,Akron,44304,,,0,0,2640.0
1275,14419,USA.PointAddress,00:00:00,100.0,00:00:00,"376 Zeller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,376,,,L,,,Zeller,Ave,,376 Zeller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503848,41.096012,-81.504151,41.09601,-81.504848,-81.502848,41.095012,41.097012,376 ZELLER AV,,Akron,,,44310,,,14419,11003354,376 ZELLER AV,Akron,44310,,,0,0,2640.0
1276,14647,USA.PointAddress,00:00:00,100.0,00:00:00,"383 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,383,,,R,,,Patterson,Ave,,383 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502575,41.096012,-81.502241,41.09601,-81.503575,-81.501575,41.095012,41.097012,383 PATTERSON AV,,Akron,,,44310,,,14647,8010971,383 PATTERSON AV,Akron,44310,,,0,0,2640.0
1277,10301,USA.StreetAddress,00:00:00,100.0,00:00:00,"209 E Glenwood Ave, Akron, Ohio, 44310",StreetAddress,,,,,,,,209,201,227,L,E,,Glenwood,Ave,,209 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.50863,41.096016,-81.50863,41.096016,-81.50963,-81.50763,41.095016,41.097016,209 E GLENWOOD AV,,Akron,,,44310,,,10301,13015786,209 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1278,14641,USA.PointAddress,00:00:00,100.0,00:00:00,"383 Montrose Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,383,,,R,,,Montrose,Ave,,383 Montrose Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504915,41.09602,-81.504621,41.09601,-81.505915,-81.503915,41.09502,41.09702,383 MONTROSE AV,,Akron,,,44310,,,14641,10027125,383 MONTROSE AV,Akron,44310,,,0,0,2640.0
1279,4282,USA.StreetAddress,00:00:00,100.0,00:00:00,"120 Mustill St, Akron, Ohio, 44304",StreetAddress,,,,,,,,120,152,100,R,,,Mustill,St,,120 Mustill St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520413,41.096027,-81.520413,41.096027,-81.521413,-81.519413,41.095027,41.097027,120 MUSTILL ST,,Akron,,,44304,,,4282,10005596,120 MUSTILL ST,Akron,44304,,,0,0,2640.0
1280,10389,USA.StreetAddress,00:00:00,100.0,00:00:00,"211 E Glenwood Ave, Akron, Ohio, 44310",StreetAddress,,,,,,,,211,201,227,L,E,,Glenwood,Ave,,211 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.508547,41.096031,-81.508547,41.096031,-81.509547,-81.507547,41.095031,41.097031,211 E GLENWOOD AV,,Akron,,,44310,,,10389,14005396,211 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1281,10478,USA.PointAddress,00:00:00,100.0,00:00:00,"215 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,215,,,L,E,,Glenwood,Ave,,215 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.508506,41.096038,-81.508691,41.09631,-81.509506,-81.507506,41.095038,41.097038,215 E GLENWOOD AV,,Akron,,,44310,,,10478,9007108,215 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1282,4823,USA.PointAddress,00:00:00,100.0,00:00:00,"123 Mustill St, Akron, Ohio, 44304",PointAddress,,,,,,,,123,,,L,,,Mustill,St,,123 Mustill St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520513,41.096046,-81.520691,41.09625,-81.521513,-81.519513,41.095046,41.097046,123 MUSTILL ST,,,,,44304,,,4823,00-010882,123 MUSTILL ST,,44304,,,0,0,2640.0
1283,4824,USA.PointAddress,00:00:00,100.0,00:00:00,"123 Mustill St, Akron, Ohio, 44304",PointAddress,,,,,,,,123,,,L,,,Mustill,St,,123 Mustill St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520513,41.096046,-81.520691,41.09625,-81.521513,-81.519513,41.095046,41.097046,123 MUSTILL ST APT 1,,,,,44304,,,4824,06-017073,123 MUSTILL ST APT 1,,44304,,,0,0,2640.0
1284,14483,USA.PointAddress,00:00:00,100.0,00:00:00,"379 Oxford Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,379,,,R,,,Oxford,Ave,,379 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501325,41.096049,-81.501091,41.09605,-81.502325,-81.500325,41.095049,41.097049,379 OXFORD AV,,Akron,,,44310,,,14483,7002033,379 OXFORD AV,Akron,44310,,,0,0,2640.0
1285,14721,USA.PointAddress,00:00:00,100.0,00:00:00,"386 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,386,,,L,,,Patterson,Ave,,386 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502648,41.09606,-81.502971,41.09606,-81.503648,-81.501648,41.09506,41.09706,386 PATTERSON AV,,,,,44310,,,14721,97-007459,386 PATTERSON AV,,44310,,,0,0,2640.0
1286,10680,USA.PointAddress,00:00:00,100.0,00:00:00,"222 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,222,,,R,E,,Glenwood,Ave,,222 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.508027,41.096064,-81.508001,41.09586,-81.509027,-81.507027,41.095064,41.097064,222 E GLENWOOD AV,,Akron,,,44310,,,10680,11034540,222 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1287,3866,USA.PointAddress,00:00:00,90.92,00:00:00,"118 Mustill St, Akron, Ohio, 44304",PointAddress,,,,,,,,118,,,R,,,Mustill,St,,118 Mustill St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.52032,41.096065,-81.520191,41.0959,-81.52132,-81.51932,41.095065,41.097065,118 MUSTILL AVE,,,,,44304,,,3866,99-005583,118 MUSTILL AVE,,44304,,,0,0,2640.0
1288,3867,USA.PointAddress,00:00:00,100.0,00:00:00,"118 Mustill St, Akron, Ohio, 44304",PointAddress,,,,,,,,118,,,R,,,Mustill,St,,118 Mustill St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.52032,41.096065,-81.520191,41.0959,-81.52132,-81.51932,41.095065,41.097065,118 MUSTILL ST,,Akron,,,44304,,,3867,9021865,118 MUSTILL ST,Akron,44304,,,0,0,2640.0
1289,27233,USA.PointAddress,00:00:00,100.0,00:00:00,"800 Dan St, Akron, Ohio, 44310",PointAddress,,,,,,,,800,,,L,,,Dan,St,,800 Dan St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.498051,41.096085,-81.498741,41.09543,-81.499051,-81.497051,41.095085,41.097085,800 DAN ST,,Akron,,,44310,,,27233,8027910,800 DAN ST,Akron,44310,,,0,0,2640.0
1290,27358,USA.PointAddress,00:00:00,100.0,00:00:00,"805 Dan St, Akron, Ohio, 44310",PointAddress,,,,,,,,805,,,R,,,Dan,St,,805 Dan St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.497972,41.096087,-81.497751,41.09612,-81.498972,-81.496972,41.095087,41.097087,805 DAN ST,,Akron,,,44310,,,27358,8021813,805 DAN ST,Akron,44310,,,0,0,2640.0
1291,29217,USA.PointAddress,00:00:00,100.0,00:00:00,"87 W Glenwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,87,,,R,W,,Glenwood,Ave,,87 W Glenwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.518633,41.096104,-81.518471,41.09623,-81.519633,-81.517633,41.095104,41.097104,87 W GLENWOOD AV,,Akron,,,44304,,,29217,10011880,87 W GLENWOOD AV,Akron,44304,,,0,0,2640.0
1292,4078,USA.PointAddress,00:00:00,100.0,00:00:00,"119 Mustill St, Akron, Ohio, 44304",PointAddress,,,,,,,,119,,,L,,,Mustill,St,,119 Mustill St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.520363,41.096106,-81.520611,41.09641,-81.521363,-81.519363,41.095106,41.097106,119 MUSTILL ST,,Akron,,,44304,,,4078,11025223,119 MUSTILL ST,Akron,44304,,,0,0,2640.0
1293,10445,USA.PointAddress,00:00:00,100.0,00:00:00,"213 Mustill Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,213,,,R,,,Mustill,Ct,,213 Mustill Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.521687,41.096111,-81.521551,41.09615,-81.522687,-81.520687,41.095111,41.097111,213 MUSTILL CT,,,,,44304,,,10445,98-036964,213 MUSTILL CT,,44304,,,0,0,2640.0
1294,10894,USA.PointAddress,00:00:00,100.0,00:00:00,"230 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,230,,,R,E,,Glenwood,Ave,,230 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.507736,41.096113,-81.507731,41.09588,-81.508736,-81.506736,41.095113,41.097113,230 E GLENWOOD AV,,Akron,,,44310,,,10894,10022816,230 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1295,29524,USA.PointAddress,00:00:00,100.0,00:00:00,"88 W Glenwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,88,,,L,W,,Glenwood,Ave,,88 W Glenwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.518741,41.096117,-81.518911,41.09599,-81.519741,-81.517741,41.095117,41.097117,88 W GLENWOOD AV,,Akron,,,44304,,,29524,9023611,88 W GLENWOOD AV,Akron,44304,,,0,0,2640.0
1296,16315,USA.PointAddress,00:00:00,100.0,00:00:00,"44 Rosalind Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,44,,,L,,,Rosalind,Ct,,44 Rosalind Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.517392,41.096118,-81.517511,41.09601,-81.518392,-81.516392,41.095118,41.097118,44 ROSALIND CT,,Akron,,,44304,,,16315,10006771,44 ROSALIND CT,Akron,44304,,,0,0,2640.0
1297,14769,USA.PointAddress,00:00:00,100.0,00:00:00,"388 Montrose Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,388,,,L,,,Montrose,Ave,,388 Montrose Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504988,41.096121,-81.505281,41.0961,-81.505988,-81.503988,41.095121,41.097121,388 MONTROSE AV,,Akron,,,44310,,,14769,12016376,388 MONTROSE AV,Akron,44310,,,0,0,2640.0
1298,14800,USA.PointAddress,00:00:00,100.0,00:00:00,"389 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,389,,,R,,,Patterson,Ave,,389 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502575,41.096132,-81.502241,41.09616,-81.503575,-81.501575,41.095132,41.097132,389 PATTERSON AV,,Akron,,,44310,,,14800,9030016,389 PATTERSON AV,Akron,44310,,,0,0,2640.0
1299,14494,USA.PointAddress,00:00:00,100.0,00:00:00,"379 Zeller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,379,,,R,,,Zeller,Ave,,379 Zeller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503775,41.09614,-81.503441,41.09614,-81.504775,-81.502775,41.09514,41.09714,379 ZELLER AV,,Akron,,,44310,,,14494,9031851,379 ZELLER AV,Akron,44310,,,0,0,2640.0
1300,10795,USA.PointAddress,00:00:00,100.0,00:00:00,"227 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,227,,,L,E,,Glenwood,Ave,,227 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.507847,41.096158,-81.507861,41.09638,-81.508847,-81.506847,41.095158,41.097158,227 E GLENWOOD AV,,Akron,,,44310,,,10795,8030519,227 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1301,17587,USA.PointAddress,00:00:00,100.0,00:00:00,"48 Rosalind Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,48,,,L,,,Rosalind,Ct,,48 Rosalind Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.51747,41.096187,-81.517601,41.09608,-81.51847,-81.51647,41.095187,41.097187,48 ROSALIND CT,,Akron,,,44304,,,17587,8016862,48 ROSALIND CT,Akron,44304,,,0,0,2640.0
1302,14646,USA.PointAddress,00:00:00,100.0,00:00:00,"383 Oxford Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,383,,,R,,,Oxford,Ave,,383 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501316,41.096189,-81.501091,41.09618,-81.502316,-81.500316,41.095189,41.097189,383 OXFORD AV,,,,,44310,,,14646,98-013999,383 OXFORD AV,,44310,,,0,0,2640.0
1303,14885,USA.PointAddress,00:00:00,100.0,00:00:00,"391 Montrose Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,391,,,R,,,Montrose,Ave,,391 Montrose Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.504915,41.09619,-81.504611,41.09618,-81.505915,-81.503915,41.09519,41.09719,391 MONTROSE AV,,Akron,,,44310,,,14885,14019199,391 MONTROSE AV,Akron,44310,,,0,0,2640.0
1304,14863,USA.PointAddress,00:00:00,100.0,00:00:00,"390 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,390,,,L,,,Patterson,Ave,,390 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502648,41.0962,-81.502951,41.0962,-81.503648,-81.501648,41.0952,41.0972,390 PATTERSON AV,,Akron,,,44310,,,14863,13007224,390 PATTERSON AV,Akron,44310,,,0,0,2640.0
1305,10706,USA.PointAddress,00:00:00,100.0,00:00:00,"223 Mustill Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,223,,,R,,,Mustill,Ct,,223 Mustill Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.521747,41.096201,-81.521631,41.09624,-81.522747,-81.520747,41.095201,41.097201,223 MUSTILL CT,,Akron,,,44304,,,10706,9024250,223 MUSTILL CT,Akron,44304,,,0,0,2640.0
1306,9779,USA.PointAddress,00:00:00,100.0,00:00:00,"191 Cuyahoga St, Akron, Ohio, 44304",PointAddress,,,,,,,,191,,,R,,,Cuyahoga,St,,191 Cuyahoga St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.519688,41.096201,-81.519411,41.09627,-81.520688,-81.518688,41.095201,41.097201,191 CUYAHOGA ST,,Akron,,,44304,,,9779,10005600,191 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
1307,11084,USA.PointAddress,00:00:00,100.0,00:00:00,"239 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,239,,,L,E,,Glenwood,Ave,,239 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.507477,41.096227,-81.507491,41.09646,-81.508477,-81.506477,41.095227,41.097227,239 E GLENWOOD AV,,Akron,,,44310,,,11084,8017446,239 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1308,9964,USA.PointAddress,00:00:00,100.0,00:00:00,"198 Cuyahoga St, Akron, Ohio, 44304",PointAddress,,,,,,,,198,,,L,,,Cuyahoga,St,,198 Cuyahoga St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.519805,41.09624,-81.520011,41.09613,-81.520805,-81.518805,41.09524,41.09724,198 CUYAHOGA ST,,Akron,,,44304,,,9964,10026148,198 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
1309,14654,USA.PointAddress,00:00:00,100.0,00:00:00,"383 Zeller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,383,,,R,,,Zeller,Ave,,383 Zeller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503765,41.096259,-81.503441,41.09626,-81.504765,-81.502765,41.095259,41.097259,383 ZELLER AV,,,,,44310,,,14654,99-008737,383 ZELLER AV,,44310,,,0,0,2640.0
1310,14655,USA.PointAddress,00:00:00,100.0,00:00:00,"383 Zeller Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,383,,,R,,,Zeller,Ave,,383 Zeller Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.503765,41.096259,-81.503441,41.09626,-81.504765,-81.502765,41.095259,41.097259,383 ZELLER AVE APT B,,,,,44310,,,14655,05-032852,383 ZELLER AVE APT B,,44310,,,0,0,2640.0
1311,15518,USA.PointAddress,00:00:00,100.0,00:00:00,"414 Butler Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,414,,,L,,,Butler,Ave,,414 Butler Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509107,41.09628,-81.509321,41.09628,-81.510107,-81.508107,41.09528,41.09728,414 BUTLER AV,,Akron,,,44310,,,15518,9037053,414 BUTLER AV,Akron,44310,,,0,0,2640.0
1312,15519,USA.PointAddress,00:00:00,90.92,00:00:00,"414 Butler Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,414,,,L,,,Butler,Ave,,414 Butler Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509107,41.09628,-81.509321,41.09628,-81.510107,-81.508107,41.09528,41.09728,414 BUTLER CT,,,,,44310,,,15519,98-020813,414 BUTLER CT,,44310,,,0,0,2640.0
1313,15520,USA.PointAddress,00:00:00,90.92,00:00:00,"414 Butler Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,414,,,L,,,Butler,Ave,,414 Butler Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509107,41.09628,-81.509321,41.09628,-81.510107,-81.508107,41.09528,41.09728,414 BUTLER ST,,,,,44310,,,15520,05-035121,414 BUTLER ST,,44310,,,0,0,2640.0
1314,16466,USA.PointAddress,00:00:00,90.92,00:00:00,"444 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,444,,,L,N,,Main,St,,444 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.512393,41.096295,-81.514001,41.09697,-81.513393,-81.511393,41.095295,41.097295,444 N MAIN,,,,,44310,,,16466,04-028068,444 N MAIN,,44310,,,0,0,2640.0
1315,16467,USA.PointAddress,00:00:00,100.0,00:00:00,"444 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,444,,,L,N,,Main,St,,444 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.512393,41.096295,-81.514001,41.09697,-81.513393,-81.511393,41.095295,41.097295,444 N MAIN ST,,Akron,,,44310,,,16467,8004959,444 N MAIN ST,Akron,44310,,,0,0,2640.0
1316,16468,USA.PointAddress,00:00:00,100.0,00:00:00,"444 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,444,,,L,N,,Main,St,,444 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.512393,41.096295,-81.514001,41.09697,-81.513393,-81.511393,41.095295,41.097295,444 N MAIN ST (ST THOMAS HOSPITAL),,,,,44310,,,16468,03-025033,444 N MAIN ST (ST THOMAS HOSPITAL),,44310,,,0,0,2640.0
1317,16470,USA.PointAddress,00:00:00,90.92,00:00:00,"444 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,444,,,L,N,,Main,St,,444 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.512393,41.096295,-81.514001,41.09697,-81.513393,-81.511393,41.095295,41.097295,444 N MAIN ST/E YORK ST,,,,,44310,,,16470,99-021946,444 N MAIN ST/E YORK ST,,44310,,,0,0,2640.0
1318,16471,USA.PointAddress,00:00:00,97.75,00:00:00,"444 N Main St, Akron, Ohio, 44310",PointAddress,,,,,,,,444,,,L,N,,Main,St,,444 N Main St,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.512393,41.096295,-81.514001,41.09697,-81.513393,-81.511393,41.095295,41.097295,444 N MAINI ST,,,,,44310,,,16471,97-041964,444 N MAINI ST,,44310,,,0,0,2640.0
1319,15041,USA.PointAddress,00:00:00,100.0,00:00:00,"397 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,397,,,R,,,Patterson,Ave,,397 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502575,41.096301,-81.502241,41.09636,-81.503575,-81.501575,41.095301,41.097301,397 PATTERSON AV,,Akron,,,44310,,,15041,13001244,397 PATTERSON AV,Akron,44310,,,0,0,2640.0
1320,11448,USA.PointAddress,00:00:00,100.0,00:00:00,"254 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,254,,,R,E,,Glenwood,Ave,,254 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.506826,41.096303,-81.506811,41.09611,-81.507826,-81.505826,41.095303,41.097303,254 E GLENWOOD AV,,Akron,,,44310,,,11448,8015733,254 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1321,18410,USA.PointAddress,00:00:00,100.0,00:00:00,"51 Rosalind Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,51,,,R,,,Rosalind,Ct,,51 Rosalind Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.517533,41.096304,-81.517401,41.09643,-81.518533,-81.516533,41.095304,41.097304,51 ROSALIND CT,,Akron,,,44304,,,18410,12033645,51 ROSALIND CT,Akron,44304,,,0,0,2640.0
1322,9995,USA.PointAddress,00:00:00,100.0,00:00:00,"199 Cuyahoga St, Akron, Ohio, 44304",PointAddress,,,,,,,,199,,,R,,,Cuyahoga,St,,199 Cuyahoga St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.519788,41.096322,-81.519571,41.09644,-81.520788,-81.518788,41.095322,41.097322,199 CUYAHOGA ST,,Akron,,,44304,,,9995,10027799,199 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
1323,15247,USA.StreetAddress,00:00:00,100.0,00:00:00,"402 N Howard St, Akron, Ohio, 44304",StreetAddress,,,,,,,,402,392,448,L,N,,Howard,St,,402 N Howard St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.515789,41.096322,-81.515789,41.096322,-81.516789,-81.514789,41.095322,41.097322,402 N HOWARD ST,,Akron,,,44304,,,15247,7032467,402 N HOWARD ST,Akron,44304,,,0,0,2640.0
1324,11607,USA.PointAddress,00:00:00,100.0,00:00:00,"260 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,260,,,R,E,,Glenwood,Ave,,260 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.506715,41.096333,-81.506701,41.09612,-81.507715,-81.505715,41.095333,41.097333,260 E GLENWOOD AV,,Akron,,,44310,,,11607,14024527,260 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1325,19804,USA.PointAddress,00:00:00,100.0,00:00:00,"56 Rosalind Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,56,,,L,,,Rosalind,Ct,,56 Rosalind Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.51766,41.096337,-81.517831,41.0962,-81.51866,-81.51666,41.095337,41.097337,56 ROSALIND CT,,Akron,,,44304,,,19804,12004821,56 ROSALIND CT,Akron,44304,,,0,0,2640.0
1326,15023,USA.PointAddress,00:00:00,100.0,00:00:00,"396 Patterson Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,396,,,L,,,Patterson,Ave,,396 Patterson Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.502648,41.09634,-81.502951,41.09634,-81.503648,-81.501648,41.09534,41.09734,396 PATTERSON AV,,,,,44310,,,15023,97-007266,396 PATTERSON AV,,44310,,,0,0,2640.0
1327,11644,USA.PointAddress,00:00:00,100.0,00:00:00,"262 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,262,,,R,E,,Glenwood,Ave,,262 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.506576,41.096363,-81.506561,41.09613,-81.507576,-81.505576,41.095363,41.097363,262 E GLENWOOD AV,,Akron,,,44310,,,11644,10031439,262 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1328,10072,USA.StreetAddress,00:00:00,100.0,00:00:00,"200 Cuyahoga St, Akron, Ohio, 44304",StreetAddress,,,,,,,,200,200,298,L,,,Cuyahoga,St,,200 Cuyahoga St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.519913,41.096374,-81.519913,41.096374,-81.520913,-81.518913,41.095374,41.097374,200 CUYAHOGA ST,,Akron,,,44304,,,10072,8020133,200 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
1329,15630,USA.PointAddress,00:00:00,100.0,00:00:00,"418 Butler Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,418,,,L,,,Butler,Ave,,418 Butler Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.509107,41.096391,-81.509321,41.09639,-81.510107,-81.508107,41.095391,41.097391,418 BUTLER AV,,Akron,,,44310,,,15630,11022835,418 BUTLER AV,Akron,44310,,,0,0,2640.0
1330,14914,USA.PointAddress,00:00:00,100.0,00:00:00,"392 Oxford Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,392,,,L,,,Oxford,Ave,,392 Oxford Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.501378,41.096392,-81.501751,41.09639,-81.502378,-81.500378,41.095392,41.097392,392 OXFORD AV,,,,,44310,,,14914,97-004559,392 OXFORD AV,,44310,,,0,0,2640.0
1331,11718,USA.PointAddress,00:00:00,100.0,00:00:00,"264 E Glenwood Ave, Akron, Ohio, 44310",PointAddress,,,,,,,,264,,,R,E,,Glenwood,Ave,,264 E Glenwood Ave,,Akron,,Ohio,44310,,USA,ENG,0.0,-81.506435,41.096393,-81.506421,41.0962,-81.507435,-81.505435,41.095393,41.097393,264 E GLENWOOD AV,,Akron,,,44310,,,11718,13028274,264 E GLENWOOD AV,Akron,44310,,,0,0,2640.0
1332,21992,USA.PointAddress,00:00:00,100.0,00:00:00,"64 Rosalind Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,64,,,L,,,Rosalind,Ct,,64 Rosalind Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.51775,41.096397,-81.517931,41.09628,-81.51875,-81.51675,41.095397,41.097397,64 ROSALIND CT,,Akron,,,44304,,,21992,15000216,64 ROSALIND CT,Akron,44304,,,0,0,2640.0
1333,10136,USA.StreetAddress,00:00:00,100.0,00:00:00,"201 Cuyahoga St, Akron, Ohio, 44304",StreetAddress,,,,,,,,201,201,299,R,,,Cuyahoga,St,,201 Cuyahoga St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.519853,41.096404,-81.519853,41.096404,-81.520853,-81.518853,41.095404,41.097404,201 CUYAHOGA ST,,Akron,,,44304,,,10136,8024020,201 CUYAHOGA ST,Akron,44304,,,0,0,2640.0
